path	verdict	confidence	value	mtime	editor_run_id	notes
./docs/superpowers/specs/2026-05-18-ufr-022-fresh-context-five-phases-design.md	UPDATE-light	8	HIGH	2026-05-19	applied	KEEP as design record; fix stale 'awaiting review' header + flag 2 §14 unbuilt (lib-docs-bootstrap.sh absent, INDEX aliases empty)
team-lessons-set (22 files)	MIXED	8	MEDIUM	2026-05-19	in-progress	2 KEEP / 10 CONSOLIDATE / 10 DELETE; 10 empty-placeholder noise + 4 absorbed in CLAUDE.md; promote 2 unique gotchas
./docs/AI_VOICE.md	UPDATE	9	HIGH	2026-05-19	applied	2 minor: l.90 lists 8 voices (catalog has 6, no verse/marin), l.57 synthesizeSpeech line# stale
./docs/AI_SAFETY.md	UPDATE	8	HIGH	2026-05-19	applied	L5 LLM-judge wrong (output/fail-CLOSED → input/fail-OPEN), wrong path, Presidio C9.8 wired so single-provider stale
CLAUDE.md-gotchas-add	UPDATE	9	HIGH	2026-05-19	applied	+2 verified gotchas (SAVEPOINT-migration, @types pin) promoted from lessons; +520 tokens
./docs/MIGRATION_GOVERNANCE.md	UPDATE	8	HIGH	2026-05-19	applied	Core rules accurate; 2 stale refs l.77 (archived pedagogical doc path, non-existent idempotency test)
./docs/AI_VISUAL_SIMILARITY.md	UPDATE	8	HIGH	2026-05-19	applied	SigLIP v1→v2 (C9.14), IVFFlat→HNSW halfvec_ip_ops, bge-reranker C9.13 missing, REINDEX lists advice wrong
./docs/HANDOFF-2026-05-19-debt-collision-report.md	KEEP	9	HIGH	2026-05-19	n/a	Load-bearing: CLAUDE.md:158 + TECH_DEBT TD-SN-01 + PHASE_HISTORY anchor ADR-045 Sentry/OTel decision §7
./docs/HANDOFF-2026-05-18-tech-debt-investigation.md	DELETE	8	NOISE	2026-05-20	EXECUTED-git-rm (staged, not committed)
./docs/HANDOFF_W3_GEO_PILOT.md	DELETE	8	NOISE	2026-05-20	EXECUTED-git-rm (staged, not committed)
docs/operations/ (12 files)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	11 KEEP + 1 UPDATE (VDP_RUNBOOK); SECURITY.md pointer trio all exist+coherent
./docs/operations/VDP_RUNBOOK.md	UPDATE	8	MEDIUM	2026-05-19	applied	§4 dead paths (feature-flags.ts gone, rate-limit path wrong), §6 ENISA stale (SRP live since 2025-09-11)
./docs/TEST_FACTORIES.md	KEEP	8	HIGH	2026-05-19	n/a	Verified accurate
./docs/LINT_DISCIPLINE.md	KEEP	8	HIGH	2026-05-19	n/a	Verified accurate
TEST-4docs-UPDATE	TEST_INDEX+COVERAGE_INVENTORY+PHASE2_PLAN+DISCIPLINE_PROPOSAL	8	MEDIUM	2026-05-19	applied	Phase2=accepted-partial(not pending), drift 25→26 routes/27 flows, stale 🟡 statuses
docs/legal/ (9 files)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	5 KEEP + 4 UPDATE; controller/launch/Art.50 dates accurate
docs/legal/DPIA.md+ROPA.md+accessibility-fr/en	FLAG-HUMAN	8	HIGH	2026-05-19	USER-ACTION	Launch-blocker placeholders: DPO mandate+signatures (deadline 2026-05-25), postal address — require human/legal input, NOT auto-fillable
./docs/legal/DPIA.md	UPDATE	8	HIGH	2026-05-19	applied	§9 annex L226 cites superseded CNIL Délib 2021-018, contradicts own L67 (Loi 2023-566+Délib 2021-069) — align
docs/RUNBOOKS/ (9 files)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	6 KEEP + 3 UPDATE; rollback/secrets/audit-chain verified accurate
RUNBOOKS-3UPD	CERT_ROTATION+guardrail-incidents+V1_FALLBACKS	8	HIGH	2026-05-19	applied	CERT/guardrail host .app→.com (PINNED_HOST=musaium.com), V1_FALLBACKS table museum→museums/audit_log→audit_logs
docs/compliance+incidents (10 files)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	9 KEEP + 1 UPDATE (DATA_FLOW_MAP); AI Act matrix/Art5/Art10/Art28 accurate; tabletops valid
./docs/compliance/DATA_FLOW_MAP.md	UPDATE	8	MEDIUM	2026-05-19	applied	§4 lists DPIA(G6)/ROPA(G10) as 'not committed' but both shipped docs/legal/ 2026-05-13
SUBPROCESSORS-dup-check	KEEP-both	9	n/a	2026-05-19	n/a	legal(33L public summary) vs compliance(93L Art28 detail) DISTINCT not dup
./docs/GOOGLE_PLAY_DATA_SAFETY.md	KEEP	8	HIGH	2026-05-19	n/a	Verified accurate (data sharing Sentry/OpenAI/Brevo)
./docs/CONTRIBUTING.md	KEEP	8	HIGH	2026-05-19	n/a	Verified (hook policy, audit-chain, commands match CLAUDE.md)
./docs/GDPR_ART22_SCOPE.md	KEEP	8	HIGH	2026-05-19	n/a	Verified accurate
MOBILE-3UPD	MOBILE_INTERNAL_TESTING+SOCIAL_AUTH_SETUP+STORE_SUBMISSION	8	MEDIUM	2026-05-19	applied	mobile-release.yml→ci-cd-mobile.yml, SOCIAL_AUTH stale (expo-web-browser not RNGoogleSignin), EAS-iOS vs Xcode Cloud reconcile
gitnexus-* skills (6)	KEEP	9	MEDIUM	2026-05-19	n/a	All 6 KEEP, tool names match canonical, binary-managed (edits overwritten on re-analyze)
./.claude/skills/rollback/SKILL.md	KEEP	8	HIGH	2026-05-19	n/a	Verified accurate vs repo (pnpm test/lint/build, /api/health mount)
./.claude/skills/backend-patterns/SKILL.md	KEEP	6	LOW	2026-05-19	n/a	Self-contained generic reference, low value but harmless
./.claude/skills/security-compliance/SKILL.md	KEEP	6	LOW	2026-05-19	n/a	Self-contained generic reference
5 skills: codeql/semgrep/skill-creator/supply-chain-auditor/variant-analysis	BROKEN-DECIDE	8	MEDIUM	2026-05-19	USER-DECISION	SKILL.md references bundled dirs (workflows/references/scripts/resources) deleted in 2026-05-16 cull — reinstall full skill OR remove. supply-chain-auditor also has dir/frontmatter name mismatch
5 user-slash skills (recap/test-routes/test-writer/verify-schema/security-scan)	KEEP	9	HIGH	2026-05-19	n/a	All have valid last-verified frontmatter (2026-05-16/18), UFR-022 contracts + commands check out
./.claude/commands/power-tools.md	UPDATE	7	MEDIUM	2026-05-19	pending	5/9 checks dead paths (services/context/authService gone, auth.route moved, ARCHITECTURE_MAP.md deleted) → false-clean signals
museum-backend docs (9 tracked)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	8 KEEP + 1 UPDATE (llm-guard README); clients/harness/corpus/CI verified
./museum-backend/ops/llm-guard-sidecar/README.md	UPDATE	8	MEDIUM	2026-05-19	applied	Says Dockerfile 'TODO for prod' but ops/llm-guard-sidecar/Dockerfile now exists
museum-frontend/web docs (12)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	11 KEEP + 1 UPDATE; RUN_LOCAL cmds + CERT_PINNING verified
./museum-frontend/README.md	UPDATE	8	MEDIUM	2026-05-19	applied-by-TL-confirmed	lint cell --max-warnings=22→0 (actual script =0); TL 1-line fix
tools/ast-grep-rules/*.yml (7) + sentinel baselines (4 json)	KEEP	8	HIGH	2026-05-19	n/a	Active enforcement code (ast-grep rules + ratchet baselines), not doc-staleness material
P11 READMEs (langfuse/musaium-CHANGELOG/lib-docs README+INDEX)	KEEP	8	HIGH	2026-05-19	n/a	4 KEEP; INDEX.json 105 libs valid schema
P11-3UPD	eslint-plugin+ast-grep+musaium-shared READMEs	8	MEDIUM	2026-05-19	pending	eslint-plugin 2→3 rules, ast-grep 3→7 rules, musaium-shared lists deleted subpaths (only ./observability ships)
docs/_archive/ (25 of 26)	DELETE	9	NOISE	2026-05-20	EXECUTED-git-rm (staged, not committed)
docs ops/infra (10 files)	MOSTLY-KEEP	8	HIGH	2026-05-19	n/a	7 KEEP + 3 UPDATE; deploy-staging job confirmed live
OPS-3UPD	OPS_INCIDENT_LLM_GUARD+CI_CD_SECRETS+RELEASE_CHECKLIST	8	HIGH	2026-05-19	applied	LLM_GUARD .app→.com, CI_CD_SECRETS+RELEASE cite deleted _deploy-backend.yml, RELEASE stale (20→64 migr, false gaps, SSE)
team-reports (runtime+archive 19)	KEEP	8	MEDIUM	2026-05-19	n/a	All runtime <30d, no working scratch, archive only README versioned per policy
docs/adr/ (54)	KEEP+ADD-INDEX	8	HIGH	2026-05-19	n/a	All cited ADRs present, superseded marked, gaps intentional; ONLY gap = no index/README (discoverability)
P11-3UPD	eslint-plugin+ast-grep+musaium-shared READMEs	8	MEDIUM	2026-05-19	applied	eslint 3 rules, ast-grep 7 rules, musaium-shared rewritten to v0.2.0 reality
lib-docs LESSONS group A (27)	KEEP	9	HIGH	2026-05-20	n/a	All 27 substantive 2026-05-18 audit gotchas (file:line + TD-IDs), not pollution; aggressive posture applied, earned keep
lib-docs LESSONS group B (26)	KEEP	9	HIGH	2026-05-20	n/a	All 26 substantive audit gotchas (file:line + TD), not pollution
./.github/PULL_REQUEST_TEMPLATE.md	UPDATE	8	MEDIUM	2026-05-20	applied	L30 refs nonexistent guardrail-corpus.json; add UFR-020 no-bypass + UFR-021 Maestro affirmations
5 broken skills (codeql/semgrep/skill-creator/supply-chain-auditor/variant-analysis)	DELETE	8	NOISE	2026-05-20	EXECUTED-git-rm	Orphaned SKILL.md shells (bundled dirs culled 2026-05-16); user approved removal
13 lessons (10 empty/absorbed + 2 absorbed-CONSOLIDATE)	DELETE	8	NOISE	2026-05-20	EXECUTED-git-rm	Empty stubs/placeholders + content absorbed in CLAUDE.md
8 mergeable lessons → LESSONS_DIGEST.md	CONSOLIDATE	8	MEDIUM	2026-05-20	EXECUTED	5 nuggets digested to LESSONS_DIGEST.md (35L), 3 dups dropped, 8 sources git rm
.claude/skills/team/team-knowledge/lessons/LESSONS_DIGEST.md	CREATED	n/a	n/a	2026-05-20	consolidation-target	5 unique nuggets from 8 thin lessons
./.claude/skills/team/team-sdlc-index.md	UPDATE-followup	9	HIGH	2026-05-20	applied-by-TL	Removed dangling plan-cache.json ref (deleted) + added LESSONS_DIGEST.md; post-deletion coherence fix
./CLAUDE.md DEEP-PASS	UPDATE	9	HIGH	2026-05-20	applied	Line-level efficiency: 414→372L (-10%) / 47KB→35KB (-26%); all rules+gotchas preserved
